ExportDate,StudioVersionRec,StudioProjectName,StudioTestName,ParticipantName,RecordingName,RecordingDate,RecordingDuration,RecordingResolution,FixationFilter,MediaName,MediaPosX (ADCSpx),MediaPosY (ADCSpx),MediaWidth,MediaHeight,SegmentName,SegmentStart,SegmentEnd,SegmentDuration,SceneName,SceneSegmentStart,SceneSegmentEnd,SceneSegmentDuration,RecordingTimestamp,LocalTimeStamp,EyeTrackerTimestamp,MouseEventIndex,MouseEvent,MouseEventX (ADCSpx),MouseEventY (ADCSpx),MouseEventX (MCSpx),MouseEventY (MCSpx),KeyPressEventIndex,KeyPressEvent,StudioEventIndex,StudioEvent,StudioEventData,ExternalEventIndex,ExternalEvent,ExternalEventValue,EventMarkerValue,FixationIndex,SaccadeIndex,GazeEventType,GazeEventDuration,FixationPointX (MCSpx),FixationPointY (MCSpx),GazePointIndex,GazePointLeftX (ADCSpx),GazePointLeftY (ADCSpx),GazePointRightX (ADCSpx),GazePointRightY (ADCSpx),GazePointX (ADCSpx),GazePointY (ADCSpx),GazePointX (MCSpx),GazePointY (MCSpx),GazePointLeftX (ADCSmm),GazePointLeftY (ADCSmm),GazePointRightX (ADCSmm),GazePointRightY (ADCSmm),StrictAverageGazePointX (ADCSmm),StrictAverageGazePointY (ADCSmm),EyePosLeftX (ADCSmm),EyePosLeftY (ADCSmm),EyePosLeftZ (ADCSmm),EyePosRightX (ADCSmm),EyePosRightY (ADCSmm),EyePosRightZ (ADCSmm),CamLeftX,CamLeftY,CamRightX,CamRightY,DistanceLeft,DistanceRight,PupilLeft,PupilRight,ValidityLeft,ValidityRight,IRMarkerCount,IRMarkerID,PupilGlassesRight
26.08.2014,03.02.2002,Flowers,Bib,P04,Rec 04,26.08.2014,16924,1680 x 1050,Tobii Fixation Filter,,,,,,,,,,,,,,24,12:26:30.461,1.40905E+15,,,,,,,,,,,,,,,,,,,,,,1,826,493,855,445,840,469,,,"232,05","155,90","240,27","169,37","236,16","162,64","210,06","331,29","538,53","276,65","328,89","535,21",,,,,"640,16","640,16","3,05","3,17",0,0,,,
26.08.2014,03.02.2002,Flowers,Bib,P04,Rec 04,26.08.2014,16924,1680 x 1050,Tobii Fixation Filter,,,,,,,,,,,,,,41,12:26:30.478,1.40905E+15,,,,,,,,,,,,,,,,1,,Fixation,316,,,2,838,513,861,447,849,480,,,"235,31","150,27","241,77","168,71","238,54","159,49","210,09","331,32","538,55","276,68","328,99","535,36",,,,,"640,19","640,19","3,03","3,16",0,0,,,
26.08.2014,03.02.2002,Flowers,Bib,P04,Rec 04,26.08.2014,16924,1680 x 1050,Tobii Fixation Filter,,,,,,,,,,,,,,58,12:26:30.494,1.40905E+15,,,,,,,,,,,,,,,,1,,Fixation,316,,,3,829,517,853,440,841,478,,,"232,91","149,15","239,56","170,76","236,24","159,96","210,12","331,35","538,67","276,72","328,95","535,40",,,,,"640,30","640,30","3,04","3,14",0,0,,,
26.08.2014,03.02.2002,Flowers,Bib,P04,Rec 04,26.08.2014,16924,1680 x 1050,Tobii Fixation Filter,,,,,,,,,,,,,,74,12:26:30.511,1.40905E+15,,,,,,,,,,,,,,,,1,,Fixation,316,,,4,827,515,854,431,840,473,,,"232,35","149,69","239,85","173,19","236,10","161,44","210,11","331,42","538,87","276,73","329,07","535,67",,,,,"640,51","640,51","3,02","3,10",0,0,,,
26.08.2014,03.02.2002,Flowers,Bib,P04,Rec 04,26.08.2014,16924,1680 x 1050,Tobii Fixation Filter,,,,,,,,,,,,,,91,12:26:30.528,1.40905E+15,,,,,,,,,,,,,,,,1,,Fixation,316,,,5,836,515,854,431,845,473,,,"234,75","149,89","239,90","173,36","237,32","161,63","210,09","331,44","538,92","276,70","329,01","535,59",,,,,"640,56","640,56","2,99","3,06",0,0,,,
26.08.2014,03.02.2002,Flowers,Bib,P04,Rec 04,26.08.2014,16924,1680 x 1050,Tobii Fixation Filter,,,,,,,,,,,,,,108,12:26:30.544,1.40905E+15,,,,,,,,,,,,,,,,1,,Fixation,316,,,6,832,526,851,443,841,484,,,"233,78","146,74","239,20","170,05","236,49","158,40","210,06","331,53","538,95","276,67","329,12","535,63",,,,,"640,63","640,63","3,00","3,06",0,0,,,
26.08.2014,03.02.2002,Flowers,Bib,P04,Rec 04,26.08.2014,16924,1680 x 1050,Tobii Fixation Filter,,,,,,,,,,,,,,124,12:26:30.561,1.40905E+15,,,,,,,,,,,,,,,,1,,Fixation,316,,,7,826,515,851,435,838,475,,,"232,04","149,70","239,21","172,30","235,63","161,00","210,03","331,48","538,80","276,63","329,23","535,65",,,,,"640,49","640,49","2,96","3,04",0,0,,,
26.08.2014,03.02.2002,Flowers,Bib,P04,Rec 04,26.08.2014,16924,1680 x 1050,Tobii Fixation Filter,,,,,,,,,,,,,,141,12:26:30.578,1.40905E+15,,,,,,,,,,,,,,,,1,,Fixation,316,,,8,821,535,847,435,834,485,,,"230,80","144,30","238,01","172,07","234,40","158,18","210,01","331,51","538,79","276,62","329,36","535,78",,,,,"640,50","640,50","2,97","3,01",0,0,,,
26.08.2014,03.02.2002,Flowers,Bib,P04,Rec 04,26.08.2014,16924,1680 x 1050,Tobii Fixation Filter,,,,,,,,,,,,,,158,12:26:30.594,1.40905E+15,,,,,,,,,,,,,,,,1,,Fixation,316,,,9,824,532,850,447,837,489,,,"231,63","144,98","238,91","168,96","235,27","156,97","210,02","331,52","538,86","276,63","329,34","535,77",,,,,"640,56","640,56","2,95","3,07",0,0,,,
26.08.2014,03.02.2002,Flowers,Bib,P04,Rec 04,26.08.2014,16924,1680 x 1050,Tobii Fixation Filter,,,,,,,,,,,,,,174,12:26:30.611,1.40905E+15,,,,,,,,,,,,,,,,1,,Fixation,316,,,10,837,506,844,444,840,475,,,"235,11","152,37","237,17","169,76","236,14","161,06","210,04","331,61","539,07","276,66","329,23","535,70",,,,,"640,78","640,78","2,90","3,02",0,0,,,
26.08.2014,03.02.2002,Flowers,Bib,P04,Rec 04,26.08.2014,16924,1680 x 1050,Tobii Fixation Filter,,,,,,,,,,,,,,191,12:26:30.628,1.40905E+15,,,,,,,,,,,,,,,,1,,Fixation,316,,,11,826,533,850,431,838,482,,,"232,17","144,69","238,87","173,35","235,52","159,02","210,13","331,51","538,92","276,75","329,27","535,81",,,,,"640,59","640,59","2,94","2,97",0,0,,,
26.08.2014,03.02.2002,Flowers,Bib,P04,Rec 04,26.08.2014,16924,1680 x 1050,Tobii Fixation Filter,,,,,,,,,,,,,,208,12:26:30.644,1.40905E+15,,,,,,,,,,,,,,,,1,,Fixation,316,,,12,836,509,849,430,842,469,,,"234,76","151,44","238,39","173,63","236,58","162,54","210,22","331,55","538,91","276,84","329,22","535,76",,,,,"640,61","640,61","2,89","2,96",0,0,,,
26.08.2014,03.02.2002,Flowers,Bib,P04,Rec 04,26.08.2014,16924,1680 x 1050,Tobii Fixation Filter,,,,,,,,,,,,,,224,12:26:30.661,1.40905E+15,,,,,,,,,,,,,,,,1,,Fixation,316,,,13,828,519,835,435,831,477,,,"232,72","148,66","234,54","172,32","233,63","160,49","210,29","331,58","538,95","276,93","329,26","535,90",,,,,"640,66","640,66","2,92","2,95",0,0,,,
26.08.2014,03.02.2002,Flowers,Bib,P04,Rec 04,26.08.2014,16924,1680 x 1050,Tobii Fixation Filter,,,,,,,,,,,,,,241,12:26:30.678,1.40905E+15,,,,,,,,,,,,,,,,1,,Fixation,316,,,14,839,497,855,437,847,467,,,"235,85","154,96","240,33","171,53","238,09","163,25","210,35","331,52","538,97","277,00","329,32","536,17",,,,,"640,64","640,64","2,81","2,93",0,0,,,
26.08.2014,03.02.2002,Flowers,Bib,P04,Rec 04,26.08.2014,16924,1680 x 1050,Tobii Fixation Filter,,,,,,,,,,,,,,257,12:26:30.694,1.40905E+15,,,,,,,,,,,,,,,,1,,Fixation,316,,,15,830,530,854,446,842,488,,,"233,23","145,63","240,03","169,13","236,63","157,38","210,37","331,42","538,95","276,99","329,15","536,12",,,,,"640,56","640,56","2,88","2,93",0,0,,,
