ExportDate	StudioVersionRec	StudioProjectName	StudioTestName	ParticipantName	RecordingName	RecordingDate	RecordingDuration	RecordingResolution	MediaName	MediaPosX (ADCSpx)	MediaPosY (ADCSpx)	MediaWidth	MediaHeight	SegmentName	SegmentStart	SegmentEnd	SegmentDuration	SceneName	SceneSegmentStart	SceneSegmentEnd	SceneSegmentDuration	RecordingTimestamp	LocalTimeStamp	EyeTrackerTimestamp	MouseEventIndex	MouseEvent	MouseEventX (ADCSpx)	MouseEventY (ADCSpx)	MouseEventX (MCSpx)	MouseEventY (MCSpx)	KeyPressEventIndex	KeyPressEvent	StudioEventIndex	StudioEvent	StudioEventData	ExternalEventIndex	ExternalEvent	ExternalEventValue	EventMarkerValue	FixationIndex	SaccadeIndex	GazeEventType	GazeEventDuration	FixationPointX (MCSpx)	FixationPointY (MCSpx)	GazePointIndex	GazePointLeftX (ADCSpx)	GazePointLeftY (ADCSpx)	GazePointRightX (ADCSpx)	GazePointRightY (ADCSpx)	GazePointX (ADCSpx)	GazePointY (ADCSpx)	GazePointX (MCSpx)	GazePointY (MCSpx)	GazePointLeftX (ADCSmm)	GazePointLeftY (ADCSmm)	GazePointRightX (ADCSmm)	GazePointRightY (ADCSmm)	StrictAverageGazePointX (ADCSmm)	StrictAverageGazePointY (ADCSmm)	EyePosLeftX (ADCSmm)	EyePosLeftY (ADCSmm)	EyePosLeftZ (ADCSmm)	EyePosRightX (ADCSmm)	EyePosRightY (ADCSmm)	EyePosRightZ (ADCSmm)	CamLeftX	CamLeftY	CamRightX	CamRightY	DistanceLeft	DistanceRight	PupilLeft	PupilRight	ValidityLeft	ValidityRight	IRMarkerCount	IRMarkerID	PupilGlassesRight
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									2715	11:27:10.306	1.39747E+15																10		Fixation	616	1129	1588	163	307	895	375	894	341	894	1133	1593	86,27	43,40	105,43	43,77	95,85	43,58	202,66	296,70	536,27	268,89	293,85	533,33					619,35	619,35	3,52	3,74	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									2731	11:27:10.322	1.39747E+15																10		Fixation	616	1129	1588	164	290	878	373	885	331	881	1123	1580	81,43	48,05	104,72	46,16	93,07	47,10	202,60	296,57	536,06	268,79	293,77	533,17					619,11	619,11	3,48	3,73	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									2748	11:27:10.339	1.39747E+15																10		Fixation	616	1129	1588	165	316	890	379	894	347	892	1139	1591	88,76	44,91	106,54	43,81	97,65	44,36	202,47	296,70	536,28	268,72	293,74	533,11					619,37	619,37	3,52	3,74	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									2765	11:27:10.356	1.39747E+15																10		Fixation	616	1129	1588	166	309	892	379	896	344	894	1136	1593	86,89	44,33	106,35	43,15	96,62	43,74	202,41	296,42	535,84	268,62	293,65	532,95					618,85	618,85	3,50	3,72	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									2781	11:27:10.372	1.39747E+15																10		Fixation	616	1129	1588	167	302	873	374	892	338	882	1130	1581	84,93	49,49	105,06	44,25	95,00	46,87	202,29	296,66	536,20	268,55	293,74	533,05					619,29	619,29	3,47	3,71	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									2798	11:27:10.389	1.39747E+15																10		Fixation	616	1129	1588	168	301	878	373	900	337	889	1129	1588	84,56	48,24	104,79	41,87	94,67	45,05	202,22	296,43	535,83	268,47	293,61	532,82					618,86	618,86	3,47	3,68	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									2815	11:27:10.406	1.39747E+15																10		Fixation	616	1129	1588	169	308	883	380	901	344	892	1136	1591	86,67	46,71	106,89	41,81	96,78	44,26	202,12	296,59	536,06	268,41	293,73	532,98					619,14	619,14	3,45	3,69	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									2831	11:27:10.422	1.39747E+15																10		Fixation	616	1129	1588	170	306	884	389	909	347	896	1139	1595	85,90	46,48	109,31	39,43	97,61	42,95	202,07	296,39	535,73	268,35	293,73	532,94					618,76	618,76	3,47	3,72	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									2848	11:27:10.439	1.39747E+15																10		Fixation	616	1129	1588	171	305	886	373	892	339	889	1131	1588	85,76	45,87	104,88	44,28	95,32	45,07	201,97	296,60	536,04	268,28	293,71	532,87					619,14	619,14	3,45	3,65	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									2865	11:27:10.456	1.39747E+15																10		Fixation	616	1129	1588	172	299	893	374	903	336	898	1128	1597	84,06	43,92	105,03	41,07	94,54	42,49	201,92	296,35	535,65	268,21	293,75	532,89					618,69	618,69	3,42	3,66	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									2881	11:27:10.472	1.39747E+15																10		Fixation	616	1129	1588	173	305	889	373	896	339	892	1131	1591	85,64	45,21	104,93	43,12	95,29	44,17	201,83	296,51	535,91	268,14	293,70	532,80					618,99	618,99	3,43	3,65	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									2898	11:27:10.489	1.39747E+15																10		Fixation	616	1129	1588	174	319	893	378	907	348	900	1140	1599	89,73	43,85	106,14	39,91	97,93	41,88	201,77	296,34	535,65	268,09	293,79	532,91					618,68	618,68	3,43	3,64	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									2915	11:27:10.506	1.39747E+15																10		Fixation	616	1129	1588	175	304	894	379	902	341	898	1133	1597	85,38	43,67	106,42	41,37	95,90	42,52	201,72	296,32	535,65	268,03	293,76	532,87					618,68	618,68	3,42	3,63	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									2931	11:27:10.522	1.39747E+15																10		Fixation	616	1129	1588	176	307	894	372	896	339	895	1131	1594	86,13	43,79	104,42	43,04	95,28	43,42	201,63	296,49	535,93	267,97	293,68	532,75					619,01	619,01	3,40	3,62	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									2948	11:27:10.539	1.39747E+15																10		Fixation	616	1129	1588	177	312	892	374	905	343	898	1135	1597	87,55	44,14	104,95	40,57	96,25	42,36	201,60	296,33	535,68	267,93	293,75	532,85					618,72	618,72	3,37	3,60	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									2965	11:27:10.556	1.39747E+15																10		Fixation	616	1129	1588	178	305	897	378	912	341	904	1133	1603	85,60	42,73	106,32	38,58	95,96	40,65	201,59	296,25	535,59	267,89	293,74	532,84					618,59	618,59	3,36	3,62	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									2981	11:27:10.572	1.39747E+15																10		Fixation	616	1129	1588	179	297	889	372	902	334	895	1126	1594	83,37	45,06	104,63	41,41	94,00	43,23	201,56	296,28	535,68	267,87	293,73	532,86					618,69	618,69	3,34	3,59	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									2998	11:27:10.589	1.39747E+15																10		Fixation	616	1129	1588	180	296	886	373	903	334	894	1126	1593	83,10	45,95	104,66	41,28	93,88	43,62	201,53	296,36	535,84	267,85	293,73	532,87					618,87	618,87	3,36	3,59	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									3015	11:27:10.606	1.39747E+15																10		Fixation	616	1129	1588	181	301	886	371	906	336	896	1128	1595	84,51	45,86	104,17	40,32	94,34	43,09	201,51	296,36	535,87	267,82	293,68	532,79					618,90	618,90	3,35	3,57	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									3031	11:27:10.622	1.39747E+15																10		Fixation	616	1129	1588	182	309	891	368	899	338	895	1130	1594	86,86	44,50	103,52	42,42	95,19	43,46	201,47	296,39	535,93	267,82	293,88	533,14					618,96	618,96	3,34	3,56	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									3048	11:27:10.639	1.39747E+15																10		Fixation	616	1129	1588	183	285	870	358	879	321	874	1113	1573	80,14	50,50	100,55	48,00	90,35	49,25	201,48	296,31	535,81	267,77	293,81	533,02					618,82	618,82	3,33	3,55	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									3065	11:27:10.655	1.39747E+15																10		Fixation	616	1129	1588	184	293	871	353	882	323	876	1115	1575	82,22	50,03	99,24	47,05	90,73	48,54	201,49	296,30	535,80	267,79	293,81	533,03					618,80	618,80	3,31	3,53	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									3081	11:27:10.672	1.39747E+15																10		Fixation	616	1129	1588	185	288	882	350	874	319	878	1111	1577	80,95	47,11	98,39	49,39	89,67	48,25	201,50	296,35	535,87	267,82	293,88	533,14					618,89	618,89	3,32	3,50	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									3098	11:27:10.689	1.39747E+15																10		Fixation	616	1129	1588	186	285	874	365	885	325	879	1117	1578	80,06	49,29	102,53	46,19	91,29	47,74	201,52	296,33	535,83	267,83	293,86	533,11					618,84	618,84	3,29	3,53	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									3115	11:27:10.705	1.39747E+15																10		Fixation	616	1129	1588	187	297	877	361	883	329	880	1121	1579	83,55	48,45	101,35	46,65	92,45	47,55	201,54	296,30	535,80	267,85	293,84	533,09					618,80	618,80	3,30	3,54	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									3131	11:27:10.722	1.39747E+15																10		Fixation	616	1129	1588	188	285	876	356	883	320	879	1112	1578	80,14	48,66	100,05	46,86	90,10	47,76	201,56	296,29	535,79	267,87	293,80	533,05					618,79	618,79	3,27	3,51	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									3148	11:27:10.739	1.39747E+15																10		Fixation	616	1129	1588	189	292	873	355	885	323	879	1115	1578	82,16	49,50	99,67	46,21	90,92	47,85	201,57	296,29	535,79	267,89	293,82	533,09					618,79	618,79	3,27	3,48	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									3165	11:27:10.755	1.39747E+15																10		Fixation	616	1129	1588	190	304	876	361	889	332	882	1124	1581	85,41	48,71	101,41	44,97	93,41	46,84	201,59	296,27	535,75	267,91	293,87	533,16					618,74	618,74	3,27	3,49	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									3181	11:27:10.772	1.39747E+15																10		Fixation	616	1129	1588	191	296	861	353	882	324	871	1116	1570	83,15	52,80	99,19	47,09	91,17	49,95	201,61	296,27	535,74	267,94	293,87	533,15					618,73	618,73	3,24	3,46	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									3198	11:27:10.789	1.39747E+15																10		Fixation	616	1129	1588	192	295	878	359	897	327	887	1119	1586	82,90	48,23	100,90	42,91	91,90	45,57	201,63	296,39	535,90	267,95	293,81	533,06					618,93	618,93	3,27	3,47	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									3215	11:27:10.805	1.39747E+15																10		Fixation	616	1129	1588	193	292	860	351	876	321	868	1113	1567	82,16	53,24	98,74	48,65	90,45	50,95	201,66	296,40	535,93	267,99	293,86	533,13					618,96	618,96	3,25	3,45	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									3231	11:27:10.822	1.39747E+15																10		Fixation	616	1129	1588	194	290	880	347	875	318	877	1110	1576	81,56	47,70	97,50	48,97	89,53	48,33	201,70	296,35	535,81	268,01	293,84	533,10					618,83	618,83	3,24	3,43	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									3248	11:27:10.839	1.39747E+15																10		Fixation	616	1129	1588	195	298	882	353	883	325	882	1117	1581	83,61	47,04	99,24	46,63	91,43	46,84	201,73	296,29	535,69	268,04	293,80	533,03					618,69	618,69	3,26	3,46	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									3264	11:27:10.855	1.39747E+15																10		Fixation	616	1129	1588	196	381	879	446	887	413	883	1205	1582	107,04	47,92	125,33	45,59	116,18	46,75	202,03	296,14	535,35	268,32	293,62	532,69					618,31	618,31	3,24	3,44	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									3281	11:27:10.872	1.39747E+15																10		Fixation	616	1129	1588	197	589	819	675	821	632	820	1424	1519	165,44	64,72	189,60	64,12	177,52	64,42	202,65	296,31	535,44	268,98	293,90	533,06					618,45	618,45	3,23	3,44	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									3298	11:27:10.889	1.39747E+15																11		Fixation	300	1574	1482	198	750	802	819	753	784	777	1576	1476	210,65	69,58	230,00	83,22	220,33	76,40	203,12	296,02	535,45	269,46	294,33	533,72					618,27	618,27	3,22	3,39	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									3314	11:27:10.905	1.39747E+15																11		Fixation	300	1574	1482	199	745	798	814	763	779	780	1571	1479	209,32	70,43	228,75	80,42	219,04	75,42	203,18	296,03	535,45	269,48	294,07	533,37					618,27	618,27	3,22	3,41	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									3331	11:27:10.922	1.39747E+15																11		Fixation	300	1574	1482	200	762	810	813	761	787	785	1579	1484	214,05	67,24	228,38	81,01	221,22	74,12	203,19	296,02	535,45	269,50	293,92	533,14					618,27	618,27	3,25	3,41	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									3348	11:27:10.939	1.39747E+15																11		Fixation	300	1574	1482	201	754	803	797	751	775	777	1567	1476	211,93	69,06	224,02	83,70	217,97	76,38	203,19	296,02	535,45	269,54	293,95	533,20					618,27	618,27	3,22	3,35	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									3364	11:27:10.955	1.39747E+15																11		Fixation	300	1574	1482	202	766	828	801	756	783	792	1575	1491	215,15	62,11	225,15	82,29	220,15	72,20	203,18	296,02	535,45	269,54	293,90	533,14					618,27	618,27	3,27	3,37	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									3381	11:27:10.972	1.39747E+15																11		Fixation	300	1574	1482	203	769	801	805	761	787	781	1579	1480	216,02	69,62	226,11	80,79	221,07	75,21	203,15	296,02	535,45	269,54	293,89	533,12					618,27	618,27	3,23	3,37	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									3398	11:27:10.989	1.39747E+15																11		Fixation	300	1574	1482	204	763	806	805	763	784	784	1576	1483	214,43	68,40	226,25	80,43	220,34	74,41	203,13	295,99	535,47	269,53	293,81	533,01					618,27	618,27	3,22	3,37	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									3414	11:27:11.005	1.39747E+15																11		Fixation	300	1574	1482	205	763	812	815	743	789	777	1581	1476	214,48	66,74	228,87	85,94	221,68	76,34	201,99	301,89	544,80	269,48	293,86	532,50					629,35	629,35	3,23	3,35	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									3431	11:27:11.022	1.39747E+15																11		Fixation	300	1574	1482	206	752	792	805	773	778	782	1570	1481	211,40	72,14	226,07	77,61	218,73	74,88	201,93	301,90	544,80	269,49	293,67	532,79					629,36	629,36	3,30	3,39	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									3448	11:27:11.039	1.39747E+15																11		Fixation	300	1574	1482	207	755	795	805	757	780	776	1572	1475	212,25	71,36	226,05	82,14	219,15	76,75	201,90	301,90	544,79	269,49	293,65	532,76					629,36	629,36	3,28	3,35	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									3464	11:27:11.055	1.39747E+15																11		Fixation	300	1574	1482	208	750	794	807	750	778	772	1570	1471	210,75	71,70	226,74	84,03	218,75	77,86	201,89	301,90	544,79	269,49	293,62	532,70					629,36	629,36	3,25	3,34	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									3481	11:27:11.072	1.39747E+15																11		Fixation	300	1574	1482	209	750	795	813	756	781	775	1573	1474	210,82	71,29	228,32	82,23	219,57	76,76	202,12	300,78	543,05	269,48	293,75	532,33					627,28	627,28	3,23	3,35	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									3498	11:27:11.089	1.39747E+15																11		Fixation	300	1574	1482	210	750	797	808	776	779	786	1571	1485	210,77	70,88	227,11	76,63	218,94	73,76	202,10	300,79	543,04	269,51	293,63	532,73					627,28	627,28	3,26	3,39	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									3514	11:27:11.105	1.39747E+15																11		Fixation	300	1574	1482	211	750	793	802	760	776	776	1568	1475	210,74	71,95	225,38	81,21	218,06	76,58	202,10	300,80	543,03	269,52	293,60	532,69					627,28	627,28	3,25	3,35	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									3531	11:27:11.122	1.39747E+15																11		Fixation	300	1574	1482	212	761	823	803	761	782	792	1574	1491	213,90	63,68	225,63	81,03	219,76	72,36	202,10	300,81	543,03	269,53	293,63	532,72					627,28	627,28	3,30	3,35	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									3548	11:27:11.138	1.39747E+15																11		Fixation	300	1574	1482	213	765	830	822	765	793	797	1585	1496	214,93	61,64	231,04	79,76	222,98	70,70	202,03	301,17	543,64	269,52	293,82	532,44					627,99	627,99	3,31	3,38	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									3564	11:27:11.155	1.39747E+15																11		Fixation	300	1574	1482	214	749	791	809	786	779	788	1571	1487	210,42	72,55	227,27	73,86	218,85	73,20	202,02	301,16	543,64	269,53	293,64	532,78					627,99	627,99	3,23	3,41	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									3581	11:27:11.172	1.39747E+15																11		Fixation	300	1574	1482	215	791	800	840	793	815	796	1607	1495	222,14	69,95	236,10	72,01	229,12	70,98	202,66	301,46	543,47	269,60	293,45	532,51					627,96	627,96	3,30	3,40	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									3598	11:27:11.188	1.39747E+15																12		Fixation	216	1746	1479	216	907	790	972	770	939	780	1731	1479	254,83	72,91	273,02	78,37	263,93	75,64	203,55	295,78	534,62	269,94	293,63	532,80					617,41	617,41	3,25	3,41	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									3614	11:27:11.205	1.39747E+15																12		Fixation	216	1746	1479	217	938	795	993	764	965	779	1757	1478	263,55	71,53	279,05	80,13	271,30	75,83	203,64	296,01	534,36	269,99	293,74	532,41					617,32	617,32	3,28	3,45	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									3631	11:27:11.222	1.39747E+15																12		Fixation	216	1746	1479	218	932	797	981	753	956	775	1748	1474	261,93	70,90	275,66	83,05	268,79	76,98	203,63	295,75	534,62	269,97	293,39	532,55					617,40	617,40	3,29	3,42	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									3648	11:27:11.238	1.39747E+15																12		Fixation	216	1746	1479	219	925	808	980	756	952	782	1744	1481	259,89	67,90	275,42	82,45	267,65	75,17	203,63	295,74	534,68	269,98	293,38	532,57					617,44	617,44	3,29	3,42	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									3664	11:27:11.255	1.39747E+15																12		Fixation	216	1746	1479	220	932	797	984	756	958	776	1750	1475	261,98	70,89	276,34	82,38	269,16	76,63	203,63	295,77	534,76	269,99	293,37	532,58					617,53	617,53	3,27	3,44	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									3681	11:27:11.272	1.39747E+15																12		Fixation	216	1746	1479	221	939	795	981	765	960	780	1752	1479	263,81	71,47	275,61	79,72	269,71	75,59	203,64	295,82	534,88	270,02	293,29	532,48					617,66	617,66	3,28	3,44	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									3698	11:27:11.288	1.39747E+15																12		Fixation	216	1746	1479	222	931	791	975	774	953	782	1745	1481	261,66	72,62	273,96	77,31	267,81	74,96	203,67	295,89	535,02	270,07	293,35	532,61					617,81	617,81	3,29	3,46	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									3714	11:27:11.305	1.39747E+15																12		Fixation	216	1746	1479	223	921	795	977	772	949	783	1741	1482	258,81	71,27	274,50	77,83	266,66	74,55	203,71	295,89	535,03	270,12	293,36	532,65					617,82	617,82	3,31	3,45	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									3731	11:27:11.322	1.39747E+15																12		Fixation	216	1746	1479	224	919	792	981	763	950	777	1742	1476	258,10	72,12	275,49	80,31	266,79	76,21	203,78	295,74	534,81	270,16	293,28	532,55					617,55	617,55	3,30	3,47	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									3747	11:27:11.338	1.39747E+15																12		Fixation	216	1746	1479	225	930	800	980	774	955	787	1747	1486	261,34	69,95	275,25	77,14	268,29	73,55	203,81	295,84	534,95	270,22	293,29	532,60					617,71	617,71	3,34	3,49	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									3764	11:27:11.355	1.39747E+15																12		Fixation	216	1746	1479	226	919	795	975	768	947	781	1739	1480	258,31	71,38	273,81	79,06	266,06	75,22	203,87	295,95	535,14	270,29	293,27	532,60					617,93	617,93	3,35	3,49	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									3781	11:27:11.372	1.39747E+15																12		Fixation	216	1746	1479	227	929	785	985	756	957	770	1749	1469	261,01	74,30	276,74	82,31	268,88	78,30	203,95	295,84	534,95	270,36	293,35	532,79					617,71	617,71	3,35	3,52	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									3797	11:27:11.388	1.39747E+15																12		Fixation	216	1746	1479	228	1053	777	1091	734	1072	755	1864	1454	295,73	76,39	306,65	88,55	301,19	82,47	204,30	296,17	534,76	270,66	293,41	532,86					617,71	617,71	3,40	3,54	0	0			
14.04.2014	03.02.2002	Test2	New test	P01	Rec 01	14.04.2014	10324	1680 x 1050	20140414_111456.jpg	-792	-699	3264	2448									3814	11:27:11.405	1.39747E+15																13		Fixation	250	1936	1439	229	1130	742	1182	705	1156	723	1948	1422	317,38	86,12	331,95	96,55	324,66	91,34	204,60	295,32	534,03	270,98	293,85	533,54					616,62	616,62	3,41	3,55	0	0			
