ExportDate,StudioVersionRec,StudioProjectName,StudioTestName,ParticipantName,RecordingName,RecordingDate,RecordingDuration,RecordingResolution,FixationFilter,MediaName,MediaPosX (ADCSpx),MediaPosY (ADCSpx),MediaWidth,MediaHeight,SegmentName,SegmentStart,SegmentEnd,SegmentDuration,SceneName,SceneSegmentStart,SceneSegmentEnd,SceneSegmentDuration,RecordingTimestamp,LocalTimeStamp,EyeTrackerTimestamp,MouseEventIndex,MouseEvent,MouseEventX (ADCSpx),MouseEventY (ADCSpx),MouseEventX (MCSpx),MouseEventY (MCSpx),KeyPressEventIndex,KeyPressEvent,StudioEventIndex,StudioEvent,StudioEventData,ExternalEventIndex,ExternalEvent,ExternalEventValue,EventMarkerValue,FixationIndex,SaccadeIndex,GazeEventType,GazeEventDuration,FixationPointX (MCSpx),FixationPointY (MCSpx),GazePointIndex,GazePointLeftX (ADCSpx),GazePointLeftY (ADCSpx),GazePointRightX (ADCSpx),GazePointRightY (ADCSpx),GazePointX (ADCSpx),GazePointY (ADCSpx),GazePointX (MCSpx),GazePointY (MCSpx),GazePointLeftX (ADCSmm),GazePointLeftY (ADCSmm),GazePointRightX (ADCSmm),GazePointRightY (ADCSmm),StrictAverageGazePointX (ADCSmm),StrictAverageGazePointY (ADCSmm),EyePosLeftX (ADCSmm),EyePosLeftY (ADCSmm),EyePosLeftZ (ADCSmm),EyePosRightX (ADCSmm),EyePosRightY (ADCSmm),EyePosRightZ (ADCSmm),CamLeftX,CamLeftY,CamRightX,CamRightY,DistanceLeft,DistanceRight,PupilLeft,PupilRight,ValidityLeft,ValidityRight,IRMarkerCount,IRMarkerID,PupilGlassesRight
26.08.2014,03.02.2002,Flowers,Bib,P05,Rec 05,26.08.2014,16817,1680 x 1050,Tobii Fixation Filter,,,,,,,,,,,,,,13,12:27:33.515,1.40905E+15,,,,,,,,,,,,,,,,,,,,,,1,717,343,747,295,732,319,,,"201,36","198,05","209,74","211,50","205,55","204,77","221,44","344,48","579,56","287,84","340,75","577,03",,,,,"681,04","681,04","2,74","2,92",0,0,,,
26.08.2014,03.02.2002,Flowers,Bib,P05,Rec 05,26.08.2014,16817,1680 x 1050,Tobii Fixation Filter,,,,,,,,,,,,,,30,12:27:33.531,1.40905E+15,,,,,,,,,,,,,,,,1,,Fixation,333,,,2,724,333,749,276,736,304,,,"203,32","200,76","210,47","216,81","206,89","208,78","221,20","344,50","579,45","287,65","340,97","577,07",,,,,"680,97","680,97","2,73","2,89",0,0,,,
26.08.2014,03.02.2002,Flowers,Bib,P05,Rec 05,26.08.2014,16817,1680 x 1050,Tobii Fixation Filter,,,,,,,,,,,,,,47,12:27:33.548,1.40905E+15,,,,,,,,,,,,,,,,1,,Fixation,333,,,3,721,348,743,264,732,306,,,"202,65","196,65","208,81","219,98","205,73","208,32","221,01","344,61","579,50","287,46","340,94","576,78",,,,,"681,08","681,08","2,75","2,84",0,0,,,
26.08.2014,03.02.2002,Flowers,Bib,P05,Rec 05,26.08.2014,16817,1680 x 1050,Tobii Fixation Filter,,,,,,,,,,,,,,63,12:27:33.565,1.40905E+15,,,,,,,,,,,,,,,,1,,Fixation,333,,,4,725,336,752,278,738,307,,,"203,71","199,79","211,17","216,28","207,44","208,04","220,86","344,58","579,28","287,34","341,20","576,91",,,,,"680,88","680,88","2,71","2,89",0,0,,,
26.08.2014,03.02.2002,Flowers,Bib,P05,Rec 05,26.08.2014,16817,1680 x 1050,Tobii Fixation Filter,,,,,,,,,,,,,,80,12:27:33.581,1.40905E+15,,,,,,,,,,,,,,,,1,,Fixation,333,,,5,727,310,749,272,738,291,,,"204,14","207,22","210,45","217,71","207,29","212,46","220,70","345,08","579,78","287,25","341,64","577,25",,,,,"681,58","681,58","2,65","2,82",0,0,,,
26.08.2014,03.02.2002,Flowers,Bib,P05,Rec 05,26.08.2014,16817,1680 x 1050,Tobii Fixation Filter,,,,,,,,,,,,,,97,12:27:33.598,1.40905E+15,,,,,,,,,,,,,,,,1,,Fixation,333,,,6,719,293,747,248,733,270,,,"202,07","212,04","209,90","224,69","205,99","218,37","220,60","345,17","579,70","287,10","341,53","576,80",,,,,"681,57","681,57","2,62","2,75",0,0,,,
26.08.2014,03.02.2002,Flowers,Bib,P05,Rec 05,26.08.2014,16817,1680 x 1050,Tobii Fixation Filter,,,,,,,,,,,,,,113,12:27:33.615,1.40905E+15,,,,,,,,,,,,,,,,1,,Fixation,333,,,7,720,290,744,258,732,274,,,"202,26","212,79","209,12","221,66","205,69","217,22","220,49","345,12","579,43","287,03","341,67","576,84",,,,,"681,32","681,32","2,62","2,77",0,0,,,
26.08.2014,03.02.2002,Flowers,Bib,P05,Rec 05,26.08.2014,16817,1680 x 1050,Tobii Fixation Filter,,,,,,,,,,,,,,130,12:27:33.631,1.40905E+15,,,,,,,,,,,,,,,,1,,Fixation,333,,,8,722,297,768,302,745,299,,,"202,91","210,76","215,79","209,39","209,35","210,07","220,40","345,32","579,52","286,91","341,63","576,53",,,,,"681,50","681,50","2,63","2,86",0,0,,,
26.08.2014,03.02.2002,Flowers,Bib,P05,Rec 05,26.08.2014,16817,1680 x 1050,Tobii Fixation Filter,,,,,,,,,,,,,,147,12:27:33.648,1.40905E+15,,,,,,,,,,,,,,,,1,,Fixation,333,,,9,716,282,765,290,740,286,,,"201,29","215,13","214,83","212,88","208,06","214,00","220,31","345,16","579,13","286,85","341,78","576,56",,,,,"681,10","681,10","2,52","2,80",0,0,,,
26.08.2014,03.02.2002,Flowers,Bib,P05,Rec 05,26.08.2014,16817,1680 x 1050,Tobii Fixation Filter,,,,,,,,,,,,,,163,12:27:33.665,1.40905E+15,,,,,,,,,,,,,,,,1,,Fixation,333,,,10,716,282,781,249,748,265,,,"201,18","215,02","219,51","224,35","210,35","219,69","220,22","345,23","579,12","286,74","341,67","576,27",,,,,"681,13","681,13","2,53","2,73",0,0,,,
