ExportDate,StudioVersionRec,StudioProjectName,StudioTestName,ParticipantName,RecordingName,RecordingDate,RecordingDuration,RecordingResolution,FixationFilter,MediaName,MediaPosX (ADCSpx),MediaPosY (ADCSpx),MediaWidth,MediaHeight,SegmentName,SegmentStart,SegmentEnd,SegmentDuration,SceneName,SceneSegmentStart,SceneSegmentEnd,SceneSegmentDuration,RecordingTimestamp,LocalTimeStamp,EyeTrackerTimestamp,MouseEventIndex,MouseEvent,MouseEventX (ADCSpx),MouseEventY (ADCSpx),MouseEventX (MCSpx),MouseEventY (MCSpx),KeyPressEventIndex,KeyPressEvent,StudioEventIndex,StudioEvent,StudioEventData,ExternalEventIndex,ExternalEvent,ExternalEventValue,EventMarkerValue,FixationIndex,SaccadeIndex,GazeEventType,GazeEventDuration,FixationPointX (MCSpx),FixationPointY (MCSpx),GazePointIndex,GazePointLeftX (ADCSpx),GazePointLeftY (ADCSpx),GazePointRightX (ADCSpx),GazePointRightY (ADCSpx),GazePointX (ADCSpx),GazePointY (ADCSpx),GazePointX (MCSpx),GazePointY (MCSpx),GazePointLeftX (ADCSmm),GazePointLeftY (ADCSmm),GazePointRightX (ADCSmm),GazePointRightY (ADCSmm),StrictAverageGazePointX (ADCSmm),StrictAverageGazePointY (ADCSmm),EyePosLeftX (ADCSmm),EyePosLeftY (ADCSmm),EyePosLeftZ (ADCSmm),EyePosRightX (ADCSmm),EyePosRightY (ADCSmm),EyePosRightZ (ADCSmm),CamLeftX,CamLeftY,CamRightX,CamRightY,DistanceLeft,DistanceRight,PupilLeft,PupilRight,ValidityLeft,ValidityRight,IRMarkerCount,IRMarkerID,PupilGlassesRight
26.08.2014,03.02.2002,Flowers,Campus,P04,Rec 04,26.08.2014,11979,1680 x 1050,Tobii Fixation Filter,,,,,,,,,,,,,,13,12:22:13.723,1.40905E+15,,,,,,,,,,,,,,,,,,,,,,1,826,494,845,522,835,508,,,"232,20","155,69","237,38","147,74","234,79","151,71","206,05","340,73","567,11","272,69","339,08","563,62",,,,,"669,16","669,16","3,05","3,18",0,0,,,
26.08.2014,03.02.2002,Flowers,Campus,P04,Rec 04,26.08.2014,11979,1680 x 1050,Tobii Fixation Filter,,,,,,,,,,,,,,30,12:22:13.740,1.40905E+15,,,,,,,,,,,,,,,,1,,Fixation,150,,,2,834,478,855,501,844,489,,,"234,31","160,27","240,17","153,69","237,24","156,98","206,04","340,73","567,17","272,68","339,12","563,71",,,,,"669,21","669,21","2,99","3,14",0,0,,,
26.08.2014,03.02.2002,Flowers,Campus,P04,Rec 04,26.08.2014,11979,1680 x 1050,Tobii Fixation Filter,,,,,,,,,,,,,,46,12:22:13.756,1.40905E+15,,,,,,,,,,,,,,,,1,,Fixation,150,,,3,826,502,846,498,836,500,,,"232,06","153,51","237,68","154,46","234,87","153,98","206,03","340,75","567,22","272,67","339,12","563,73",,,,,"669,26","669,26","3,02","3,10",0,0,,,
26.08.2014,03.02.2002,Flowers,Campus,P04,Rec 04,26.08.2014,11979,1680 x 1050,Tobii Fixation Filter,,,,,,,,,,,,,,63,12:22:13.773,1.40905E+15,,,,,,,,,,,,,,,,1,,Fixation,150,,,4,834,500,841,495,837,497,,,"234,41","153,96","236,23","155,33","235,32","154,64","206,01","340,84","567,35","272,66","339,08","563,69",,,,,"669,42","669,42","3,00","3,02",0,0,,,
26.08.2014,03.02.2002,Flowers,Campus,P04,Rec 04,26.08.2014,11979,1680 x 1050,Tobii Fixation Filter,,,,,,,,,,,,,,80,12:22:13.790,1.40905E+15,,,,,,,,,,,,,,,,1,,Fixation,150,,,5,828,494,860,503,844,498,,,"232,56","155,55","241,71","153,19","237,13","154,37","206,02","340,79","567,31","272,66","339,06","563,67",,,,,"669,35","669,35","2,97","3,05",0,0,,,
26.08.2014,03.02.2002,Flowers,Campus,P04,Rec 04,26.08.2014,11979,1680 x 1050,Tobii Fixation Filter,,,,,,,,,,,,,,96,12:22:13.806,1.40905E+15,,,,,,,,,,,,,,,,1,,Fixation,150,,,6,836,485,856,475,846,480,,,"235,01","158,26","240,57","161,13","237,79","159,69","206,01","340,86","567,40","272,66","339,05","563,66",,,,,"669,47","669,47","2,93","2,97",0,0,,,
26.08.2014,03.02.2002,Flowers,Campus,P04,Rec 04,26.08.2014,11979,1680 x 1050,Tobii Fixation Filter,,,,,,,,,,,,,,113,12:22:13.823,1.40905E+15,,,,,,,,,,,,,,,,1,,Fixation,150,,,7,838,487,844,490,841,488,,,"235,47","157,71","237,18","156,72","236,33","157,21","206,02","340,85","567,39","272,67","339,09","563,70",,,,,"669,46","669,46","2,90","2,97",0,0,,,
26.08.2014,03.02.2002,Flowers,Campus,P04,Rec 04,26.08.2014,11979,1680 x 1050,Tobii Fixation Filter,,,,,,,,,,,,,,130,12:22:13.840,1.40905E+15,,,,,,,,,,,,,,,,1,,Fixation,150,,,8,836,490,845,488,840,489,,,"234,92","156,86","237,35","157,27","236,13","157,06","206,03","340,82","567,35","272,68","339,12","563,75",,,,,"669,41","669,41","2,89","2,94",0,0,,,
26.08.2014,03.02.2002,Flowers,Campus,P04,Rec 04,26.08.2014,11979,1680 x 1050,Tobii Fixation Filter,,,,,,,,,,,,,,146,12:22:13.856,1.40905E+15,,,,,,,,,,,,,,,,1,,Fixation,150,,,9,847,486,863,475,855,480,,,"238,04","157,98","242,48","161,12","240,26","159,55","206,04","340,80","567,31","272,70","339,41","563,67",,,,,"669,36","669,36","2,85","2,95",0,0,,,
26.08.2014,03.02.2002,Flowers,Campus,P04,Rec 04,26.08.2014,11979,1680 x 1050,Tobii Fixation Filter,,,,,,,,,,,,,,163,12:22:13.873,1.40905E+15,,,,,,,,,,,,,,,,1,,Fixation,150,,,10,783,505,783,469,783,487,,,"220,01","152,63","220,07","162,81","220,04","157,72","205,84","340,91","567,49","272,51","339,05","563,68",,,,,"669,59","669,59","2,86","2,85",0,0,,,
26.08.2014,03.02.2002,Flowers,Campus,P04,Rec 04,26.08.2014,11979,1680 x 1050,Tobii Fixation Filter,,,,,,,,,,,,,,180,12:22:13.890,1.40905E+15,,,,,,,,,,,,,,,,1,,Fixation,150,,,11,602,473,623,413,612,443,,,"169,26","161,57","174,96","178,29","172,11","169,93","205,43","341,60","568,52","271,97","338,20","562,50",,,,,"670,84","670,84","2,79","2,85",0,0,,,
26.08.2014,03.02.2002,Flowers,Campus,P04,Rec 04,26.08.2014,11979,1680 x 1050,Tobii Fixation Filter,,,,,,,,,,,,,,196,12:22:13.906,1.40905E+15,,,,,,,,,,,,,,,,2,,Fixation,266,,,12,522,451,569,451,545,451,,,"146,74","167,69","159,83","167,75","153,29","167,72","205,33","341,22","567,99","271,79","338,41","562,83",,,,,"670,19","670,19","2,71","2,89",0,0,,,
26.08.2014,03.02.2002,Flowers,Campus,P04,Rec 04,26.08.2014,11979,1680 x 1050,Tobii Fixation Filter,,,,,,,,,,,,,,213,12:22:13.923,1.40905E+15,,,,,,,,,,,,,,,,2,,Fixation,266,,,13,511,425,541,442,526,433,,,"143,68","175,09","151,88","170,29","147,78","172,69","205,38","341,06","567,77","271,87","338,55","563,08",,,,,"669,91","669,91","2,69","2,89",0,0,,,
