ExportDate,StudioVersionRec,StudioProjectName,StudioTestName,ParticipantName,RecordingName,RecordingDate,RecordingDuration,RecordingResolution,FixationFilter,MediaName,MediaPosX (ADCSpx),MediaPosY (ADCSpx),MediaWidth,MediaHeight,SegmentName,SegmentStart,SegmentEnd,SegmentDuration,SceneName,SceneSegmentStart,SceneSegmentEnd,SceneSegmentDuration,RecordingTimestamp,LocalTimeStamp,EyeTrackerTimestamp,MouseEventIndex,MouseEvent,MouseEventX (ADCSpx),MouseEventY (ADCSpx),MouseEventX (MCSpx),MouseEventY (MCSpx),KeyPressEventIndex,KeyPressEvent,StudioEventIndex,StudioEvent,StudioEventData,ExternalEventIndex,ExternalEvent,ExternalEventValue,EventMarkerValue,FixationIndex,SaccadeIndex,GazeEventType,GazeEventDuration,FixationPointX (MCSpx),FixationPointY (MCSpx),GazePointIndex,GazePointLeftX (ADCSpx),GazePointLeftY (ADCSpx),GazePointRightX (ADCSpx),GazePointRightY (ADCSpx),GazePointX (ADCSpx),GazePointY (ADCSpx),GazePointX (MCSpx),GazePointY (MCSpx),GazePointLeftX (ADCSmm),GazePointLeftY (ADCSmm),GazePointRightX (ADCSmm),GazePointRightY (ADCSmm),StrictAverageGazePointX (ADCSmm),StrictAverageGazePointY (ADCSmm),EyePosLeftX (ADCSmm),EyePosLeftY (ADCSmm),EyePosLeftZ (ADCSmm),EyePosRightX (ADCSmm),EyePosRightY (ADCSmm),EyePosRightZ (ADCSmm),CamLeftX,CamLeftY,CamRightX,CamRightY,DistanceLeft,DistanceRight,PupilLeft,PupilRight,ValidityLeft,ValidityRight,IRMarkerCount,IRMarkerID,PupilGlassesRight
26.08.2014,03.02.2002,Flowers,Bib,P03,Rec 03,26.08.2014,16979,1680 x 1050,Tobii Fixation Filter,,,,,,,,,,,,,,15,12:26:00.569,1.40905E+15,,,,,,,,,,,,,,,,,,,,,,1,819,478,824,476,821,477,,,"230,00","160,23","231,47","160,74","230,73","160,49","213,04","334,19","538,10","279,60","330,37","536,71",,,,,"641,37","641,37","3,03","3,09",0,0,,,
26.08.2014,03.02.2002,Flowers,Bib,P03,Rec 03,26.08.2014,16979,1680 x 1050,Tobii Fixation Filter,,,,,,,,,,,,,,31,12:26:00.585,1.40905E+15,,,,,,,,,,,,,,,,1,,Fixation,350,,,2,815,500,837,463,826,481,,,"229,08","154,05","235,20","164,45","232,14","159,25","213,03","334,25","538,15","279,60","330,41","536,73",,,,,"641,44","641,44","3,06","3,05",0,0,,,
26.08.2014,03.02.2002,Flowers,Bib,P03,Rec 03,26.08.2014,16979,1680 x 1050,Tobii Fixation Filter,,,,,,,,,,,,,,48,12:26:00.602,1.40905E+15,,,,,,,,,,,,,,,,1,,Fixation,350,,,3,822,487,831,458,826,472,,,"230,85","157,57","233,43","165,76","232,14","161,66","213,04","334,47","538,33","279,62","330,59","536,87",,,,,"641,71","641,71","3,03","3,06",0,0,,,
26.08.2014,03.02.2002,Flowers,Bib,P03,Rec 03,26.08.2014,16979,1680 x 1050,Tobii Fixation Filter,,,,,,,,,,,,,,65,12:26:00.619,1.40905E+15,,,,,,,,,,,,,,,,1,,Fixation,350,,,4,807,497,834,470,820,483,,,"226,59","154,92","234,21","162,30","230,40","158,61","213,09","334,43","538,23","279,65","330,57","536,78",,,,,"641,61","641,61","3,05","3,05",0,0,,,
26.08.2014,03.02.2002,Flowers,Bib,P03,Rec 03,26.08.2014,16979,1680 x 1050,Tobii Fixation Filter,,,,,,,,,,,,,,81,12:26:00.635,1.40905E+15,,,,,,,,,,,,,,,,1,,Fixation,350,,,5,825,483,828,447,826,465,,,"231,85","158,82","232,60","168,89","232,23","163,85","213,18","334,56","538,39","279,78","330,67","536,96",,,,,"641,81","641,81","2,98","3,04",0,0,,,
26.08.2014,03.02.2002,Flowers,Bib,P03,Rec 03,26.08.2014,16979,1680 x 1050,Tobii Fixation Filter,,,,,,,,,,,,,,98,12:26:00.652,1.40905E+15,,,,,,,,,,,,,,,,1,,Fixation,350,,,6,808,508,838,448,823,478,,,"226,94","151,88","235,36","168,47","231,15","160,18","213,32","334,51","538,22","279,89","330,72","537,00",,,,,"641,64","641,64","3,02","3,02",0,0,,,
26.08.2014,03.02.2002,Flowers,Bib,P03,Rec 03,26.08.2014,16979,1680 x 1050,Tobii Fixation Filter,,,,,,,,,,,,,,115,12:26:00.669,1.40905E+15,,,,,,,,,,,,,,,,1,,Fixation,350,,,7,807,494,828,455,817,474,,,"226,79","155,71","232,50","166,62","229,64","161,17","213,46","334,75","538,34","280,04","330,87","537,05",,,,,"641,87","641,87","2,98","2,99",0,0,,,
26.08.2014,03.02.2002,Flowers,Bib,P03,Rec 03,26.08.2014,16979,1680 x 1050,Tobii Fixation Filter,,,,,,,,,,,,,,131,12:26:00.685,1.40905E+15,,,,,,,,,,,,,,,,1,,Fixation,350,,,8,824,471,833,474,828,472,,,"231,52","162,15","234,11","161,37","232,82","161,76","213,64","334,83","538,21","280,22","330,98","537,01",,,,,"641,80","641,80","2,94","2,99",0,0,,,
26.08.2014,03.02.2002,Flowers,Bib,P03,Rec 03,26.08.2014,16979,1680 x 1050,Tobii Fixation Filter,,,,,,,,,,,,,,148,12:26:00.702,1.40905E+15,,,,,,,,,,,,,,,,1,,Fixation,350,,,9,808,519,840,451,824,485,,,"226,88","148,73","235,95","167,70","231,42","158,21","213,83","334,84","538,04","280,41","331,09","537,09",,,,,"641,66","641,66","3,00","2,97",0,0,,,
26.08.2014,03.02.2002,Flowers,Bib,P03,Rec 03,26.08.2014,16979,1680 x 1050,Tobii Fixation Filter,,,,,,,,,,,,,,164,12:26:00.718,1.40905E+15,,,,,,,,,,,,,,,,1,,Fixation,350,,,10,818,487,831,468,824,477,,,"229,90","157,74","233,50","162,97","231,70","160,36","214,01","334,91","538,04","280,60","331,18","537,17",,,,,"641,69","641,69","2,96","2,95",0,0,,,
