ExportDate,StudioVersionRec,StudioProjectName,StudioTestName,ParticipantName,RecordingName,RecordingDate,RecordingDuration,RecordingResolution,FixationFilter,MediaName,MediaPosX (ADCSpx),MediaPosY (ADCSpx),MediaWidth,MediaHeight,RecordingTimestamp,LocalTimeStamp,EyeTrackerTimestamp,FixationIndex,SaccadeIndex,GazeEventType,GazeEventDuration,FixationPointX (MCSpx),FixationPointY (MCSpx),AOI[Rectangle]Hit,AOI[Rectangle 2]Hit,AOI[Rectangle 3]Hit,AOI[Rectangle 4]Hit,GazePointIndex,GazePointLeftX (ADCSpx),GazePointLeftY (ADCSpx),GazePointRightX (ADCSpx),GazePointRightY (ADCSpx),GazePointX (ADCSpx),GazePointY (ADCSpx),GazePointX (MCSpx),GazePointY (MCSpx),GazePointLeftX (ADCSmm),GazePointLeftY (ADCSmm),GazePointRightX (ADCSmm),GazePointRightY (ADCSmm),StrictAverageGazePointX (ADCSmm),StrictAverageGazePointY (ADCSmm),EyePosLeftX (ADCSmm),EyePosLeftY (ADCSmm),EyePosLeftZ (ADCSmm),EyePosRightX (ADCSmm),EyePosRightY (ADCSmm),EyePosRightZ (ADCSmm)
18.03.2014,03.02.2002,TestEyetrackingSoftware,test1,P01,Rec 01,18.03.2014,6930,1680 x 1050,Tobii Fixation Filter,001-ferrari-laferrari-1362484808.jpg,200,130,1280,790,968,12:23:10.667,1.40E+15,1,,Fixation,516,50,50,1,0,0,0,1,847,532,889,510,868,521,668,391,"237,90","145,15","249,66","151,21","243,78","148,18","209,79","275,82","520,34","276,13","274,60","516,23"
