ExportDate,StudioVersionRec,StudioProjectName,StudioTestName,ParticipantName,RecordingName,RecordingDate,RecordingDuration,RecordingResolution,FixationFilter,MediaName,MediaPosX (ADCSpx),MediaPosY (ADCSpx),MediaWidth,MediaHeight,SegmentName,SegmentStart,SegmentEnd,SegmentDuration,SceneName,SceneSegmentStart,SceneSegmentEnd,SceneSegmentDuration,RecordingTimestamp,LocalTimeStamp,EyeTrackerTimestamp,MouseEventIndex,MouseEvent,MouseEventX (ADCSpx),MouseEventY (ADCSpx),MouseEventX (MCSpx),MouseEventY (MCSpx),KeyPressEventIndex,KeyPressEvent,StudioEventIndex,StudioEvent,StudioEventData,ExternalEventIndex,ExternalEvent,ExternalEventValue,EventMarkerValue,FixationIndex,SaccadeIndex,GazeEventType,GazeEventDuration,FixationPointX (MCSpx),FixationPointY (MCSpx),GazePointIndex,GazePointLeftX (ADCSpx),GazePointLeftY (ADCSpx),GazePointRightX (ADCSpx),GazePointRightY (ADCSpx),GazePointX (ADCSpx),GazePointY (ADCSpx),GazePointX (MCSpx),GazePointY (MCSpx),GazePointLeftX (ADCSmm),GazePointLeftY (ADCSmm),GazePointRightX (ADCSmm),GazePointRightY (ADCSmm),StrictAverageGazePointX (ADCSmm),StrictAverageGazePointY (ADCSmm),EyePosLeftX (ADCSmm),EyePosLeftY (ADCSmm),EyePosLeftZ (ADCSmm),EyePosRightX (ADCSmm),EyePosRightY (ADCSmm),EyePosRightZ (ADCSmm),CamLeftX,CamLeftY,CamRightX,CamRightY,DistanceLeft,DistanceRight,PupilLeft,PupilRight,ValidityLeft,ValidityRight,IRMarkerCount,IRMarkerID,PupilGlassesRight,,,,,,,,,,,,,
06.11.2014,3.2.2,eyevido,webseite,P01,Rec 01,06.11.2014,65884,1680 x 1050,Tobii Fixation Filter,http://www.eyevido.de/ (CRC),2,2,1663,4220,,,,,,,,,53166,14:35:57.307,1415282246879600,,,,,,,,,,,,,,,,158,,Fixation,200,801,586,3192,793,579,805,582,799,580,797,578,222,83,131,99,226,10,130,94,224,46,131,47,242,62,238,38,440,65,304,53,233,47,440,78,,,,,506,53,506,53,2,54,2,54,0,0
06.11.2014,3.2.2,eyevido,webseite,P01,Rec 01,06.11.2014,65884,1680 x 1050,Tobii Fixation Filter,http://www.eyevido.de/ (CRC),2,2,1663,4220,,,,,,,,,53183,14:35:57.324,1415282246896220,,,,,,,,,,,,,,,,158,,Fixation,200,801,586,3193,796,596,812,576,804,586,802,584,223,61,127,24,228,4,132,61,225,82,129,92,242,39,238,41,440,72,304,33,233,58,440,85,,,,,506,60,506,60,2,55,2,55,0,0
06.11.2014,3.2.2,eyevido,webseite,P01,Rec 01,06.11.2014,65884,1680 x 1050,Tobii Fixation Filter,http://www.eyevido.de/ (CRC),2,2,1663,4220,,,,,,,,,53199,14:35:57.341,1415282246912840,,,,,,,,,,,,,,,,158,,Fixation,200,801,586,3194,798,608,816,573,807,590,805,588,224,24,123,87,229,21,133,62,226,72,128,74,242,18,238,52,440,89,304,13,233,61,440,74,,,,,506,79,506,79,2,56,2,55,0,0
06.11.2014,3.2.2,eyevido,webseite,P01,Rec 01,06.11.2014,65884,1680 x 1050,Tobii Fixation Filter,http://www.eyevido.de/ (CRC),2,2,1663,4220,,,,,,,,,53216,14:35:57.357,1415282246929590,,,,,,,,,,,,,,,,158,,Fixation,200,801,586,3195,799,590,816,604,807,597,805,595,224,55,128,80,229,38,124,91,226,96,126,86,241,98,238,56,440,93,303,95,233,82,440,93,,,,,506,85,506,85,2,54,2,63,0,0
06.11.2014,3.2.2,eyevido,webseite,P01,Rec 01,06.11.2014,65884,1680 x 1050,Tobii Fixation Filter,http://www.eyevido.de/ (CRC),2,2,1663,4220,,,,,,,,,53233,14:35:57.374,1415282246946200,,,,,,,,,,,,,,,,158,,Fixation,200,801,586,3196,802,576,804,586,803,581,801,579,225,45,132,80,225,83,129,89,225,64,131,35,241,79,238,63,441,1,303,76,233,77,440,73,,,,,506,96,506,96,2,57,2,52,0,0
06.11.2014,3.2.2,eyevido,webseite,P01,Rec 01,06.11.2014,65884,1680 x 1050,Tobii Fixation Filter,http://www.eyevido.de/ (CRC),2,2,1663,4220,,,,,,,,,53249,14:35:57.391,1415282246962820,,,,,,,,,,,,,,,,158,,Fixation,200,801,586,3197,785,618,806,602,795,610,793,608,220,42,120,90,226,43,125,40,223,43,123,15,241,61,238,74,441,15,303,57,233,76,440,64,,,,,507,13,507,13,2,59,2,67,0,0
06.11.2014,3.2.2,eyevido,webseite,P01,Rec 01,06.11.2014,65884,1680 x 1050,Tobii Fixation Filter,http://www.eyevido.de/ (CRC),2,2,1663,4220,,,,,,,,,53266,14:35:57.407,1415282246979450,,,,,,,,,,,,,,,,158,,Fixation,200,801,586,3198,808,578,798,598,803,588,801,586,227,15,132,9,224,18,126,49,225,66,129,29,241,43,238,71,441,13,303,39,233,78,440,59,,,,,507,9,507,9,2,55,2,56,0,0
06.11.2014,3.2.2,eyevido,webseite,P01,Rec 01,06.11.2014,65884,1680 x 1050,Tobii Fixation Filter,http://www.eyevido.de/ (CRC),2,2,1663,4220,,,,,,,,,53283,14:35:57.424,1415282246996200,,,,,,,,,,,,,,,,158,,Fixation,200,801,586,3199,811,625,822,602,816,613,814,611,227,77,119,11,231,3,125,49,229,40,122,30,241,33,238,66,441,31,303,29,233,78,440,77,,,,,507,22,507,22,2,55,2,55,0,0
06.11.2014,3.2.2,eyevido,webseite,P01,Rec 01,06.11.2014,65884,1680 x 1050,Tobii Fixation Filter,http://www.eyevido.de/ (CRC),2,2,1663,4220,,,,,,,,,53299,14:35:57.441,1415282247012820,,,,,,,,,,,,,,,,159,,Fixation,333,814,634,3200,818,633,812,637,815,635,813,633,229,86,116,67,228,6,115,65,228,96,116,16,241,21,238,65,441,44,303,15,233,74,440,82,,,,,507,31,507,31,2,57,2,57,0,0
06.11.2014,3.2.2,eyevido,webseite,P01,Rec 01,06.11.2014,65884,1680 x 1050,Tobii Fixation Filter,http://www.eyevido.de/ (CRC),2,2,1663,4220,,,,,,,,,53316,14:35:57.457,1415282247029440,,,,,,,,,,,,,,,,159,,Fixation,333,814,634,3201,824,647,842,623,833,635,831,633,231,51,112,97,236,55,119,47,234,3,116,22,241,6,238,66,441,54,303,1,233,75,440,83,,,,,507,41,507,41,2,55,2,57,0,0
06.11.2014,3.2.2,eyevido,webseite,P01,Rec 01,06.11.2014,65884,1680 x 1050,Tobii Fixation Filter,http://www.eyevido.de/ (CRC),2,2,1663,4220,,,,,,,,,53332,14:35:57.474,1415282247046060,,,,,,,,,,,,,,,,159,,Fixation,333,814,634,3202,827,643,811,629,819,636,817,634,232,26,113,82,227,83,117,84,230,5,115,83,240,93,238,68,441,62,302,88,233,77,440,87,,,,,507,48,507,48,2,57,2,57,0,0
06.11.2014,3.2.2,eyevido,webseite,P01,Rec 01,06.11.2014,65884,1680 x 1050,Tobii Fixation Filter,http://www.eyevido.de/ (CRC),2,2,1663,4220,,,,,,,,,53349,14:35:57.491,1415282247062810,,,,,,,,,,,,,,,,159,,Fixation,333,814,634,3203,810,645,816,643,813,644,811,642,227,50,113,34,229,21,113,97,228,35,113,65,240,81,238,74,441,78,302,74,233,60,440,61,,,,,507,65,507,65,2,59,2,58,0,0
06.11.2014,3.2.2,eyevido,webseite,P01,Rec 01,06.11.2014,65884,1680 x 1050,Tobii Fixation Filter,http://www.eyevido.de/ (CRC),2,2,1663,4220,,,,,,,,,53366,14:35:57.507,1415282247079430,,,,,,,,,,,,,,,,159,,Fixation,333,814,634,3204,813,628,817,641,815,634,813,632,228,49,118,16,229,55,114,45,229,2,116,31,240,69,238,75,441,89,302,66,233,80,440,95,,,,,507,74,507,74,2,54,2,50,0,0
06.11.2014,3.2.2,eyevido,webseite,P01,Rec 01,06.11.2014,65884,1680 x 1050,Tobii Fixation Filter,http://www.eyevido.de/ (CRC),2,2,1663,4220,,,,,,,,,53382,14:35:57.524,1415282247096050,,,,,,,,,,,,,,,,159,,Fixation,333,814,634,3205,818,644,814,627,816,635,814,633,229,82,113,75,228,59,118,33,229,20,116,4,240,58,238,84,442,9,302,54,233,83,441,0,,,,,507,96,507,96,2,52,2,47,0,0
06.11.2014,3.2.2,eyevido,webseite,P01,Rec 01,06.11.2014,65884,1680 x 1050,Tobii Fixation Filter,http://www.eyevido.de/ (CRC),2,2,1663,4220,,,,,,,,,53399,14:35:57.541,1415282247112680,,,,,,,,,,,,,,,,159,,Fixation,333,814,634,3206,821,641,814,639,817,640,815,638,230,60,114,39,228,76,115,8,229,68,114,74,240,48,238,77,442,3,302,46,233,95,441,19,,,,,507,87,507,87,2,52,2,55,0,0
06.11.2014,3.2.2,eyevido,webseite,P01,Rec 01,06.11.2014,65884,1680 x 1050,Tobii Fixation Filter,http://www.eyevido.de/ (CRC),2,2,1663,4220,,,,,,,,,53416,14:35:57.557,1415282247129420,,,,,,,,,,,,,,,,159,,Fixation,333,814,634,3207,833,625,814,637,823,631,821,629,233,92,119,3,228,66,115,71,231,29,117,37,240,38,238,84,442,20,302,35,233,99,441,25,,,,,508,5,508,5,2,53,2,48,0,0
06.11.2014,3.2.2,eyevido,webseite,P01,Rec 01,06.11.2014,65884,1680 x 1050,Tobii Fixation Filter,http://www.eyevido.de/ (CRC),2,2,1663,4220,,,,,,,,,53432,14:35:57.574,1415282247146040,,,,,,,,,,,,,,,,159,,Fixation,333,814,634,3208,813,643,829,636,821,639,819,637,228,28,113,94,232,87,115,89,230,58,114,91,240,28,238,96,442,43,302,26,234,12,441,42,,,,,508,31,508,31,2,56,2,54,0,0
06.11.2014,3.2.2,eyevido,webseite,P01,Rec 01,06.11.2014,65884,1680 x 1050,Tobii Fixation Filter,http://www.eyevido.de/ (CRC),2,2,1663,4220,,,,,,,,,53449,14:35:57.591,1415282247162670,,,,,,,,,,,,,,,,159,,Fixation,333,814,634,3209,830,630,820,652,825,641,823,639,233,8,117,59,230,35,111,34,231,71,114,46,240,19,239,0,442,48,302,15,233,98,441,13,,,,,508,38,508,38,2,49,2,52,0,0
06.11.2014,3.2.2,eyevido,webseite,P01,Rec 01,06.11.2014,65884,1680 x 1050,Tobii Fixation Filter,http://www.eyevido.de/ (CRC),2,2,1663,4220,,,,,,,,,53466,14:35:57.607,1415282247179290,,,,,,,,,,,,,,,,159,,Fixation,333,814,634,3210,815,649,820,623,817,636,815,634,229,5,112,15,230,30,119,64,229,68,115,90,240,11,239,7,442,56,302,8,233,94,441,42,,,,,508,48,508,48,2,58,2,49,0,0
06.11.2014,3.2.2,eyevido,webseite,P01,Rec 01,06.11.2014,65884,1680 x 1050,Tobii Fixation Filter,http://www.eyevido.de/ (CRC),2,2,1663,4220,,,,,,,,,53482,14:35:57.624,1415282247196040,,,,,,,,,,,,,,,,159,,Fixation,333,814,634,3211,826,646,833,612,829,629,827,627,231,99,113,22,233,98,122,52,232,99,117,87,240,1,239,15,442,63,301,99,234,22,441,38,,,,,508,58,508,58,2,54,2,48,0,0
06.11.2014,3.2.2,eyevido,webseite,P01,Rec 01,06.11.2014,65884,1680 x 1050,Tobii Fixation Filter,http://www.eyevido.de/ (CRC),2,2,1663,4220,,,,,,,,,53499,14:35:57.641,1415282247212660,,,,,,,,,,,,,,,,159,,Fixation,333,814,634,3212,812,650,811,642,811,646,809,644,228,24,111,92,227,87,114,27,228,6,113,9,239,92,239,26,442,76,301,88,234,17,441,18,,,,,508,75,508,75,2,57,2,49,0,0
06.11.2014,3.2.2,eyevido,webseite,P01,Rec 01,06.11.2014,65884,1680 x 1050,Tobii Fixation Filter,http://www.eyevido.de/ (CRC),2,2,1663,4220,,,,,,,,,53516,14:35:57.657,1415282247229280,,,,,,,,,,,,,,,,159,,Fixation,333,814,634,3213,815,634,816,631,815,632,813,630,228,98,116,43,229,15,117,23,229,6,116,83,239,84,239,25,442,75,301,80,234,31,441,33,,,,,508,73,508,73,2,56,2,54,0,0
06.11.2014,3.2.2,eyevido,webseite,P01,Rec 01,06.11.2014,65884,1680 x 1050,Tobii Fixation Filter,http://www.eyevido.de/ (CRC),2,2,1663,4220,,,,,,,,,53532,14:35:57.674,1415282247245900,,,,,,,,,,,,,,,,159,,Fixation,333,814,634,3214,816,657,827,632,821,644,819,642,229,31,109,96,232,29,117,5,230,80,113,51,239,73,239,29,442,80,301,71,234,38,441,39,,,,,508,79,508,79,2,60,2,53,0,0
06.11.2014,3.2.2,eyevido,webseite,P01,Rec 01,06.11.2014,65884,1680 x 1050,Tobii Fixation Filter,http://www.eyevido.de/ (CRC),2,2,1663,4220,,,,,,,,,53549,14:35:57.691,1415282247262650,,,,,,,,,,,,,,,,159,,Fixation,333,814,634,3215,802,669,817,629,809,649,807,647,225,26,106,69,229,54,117,75,227,40,112,22,239,63,239,40,442,96,301,61,234,52,441,53,,,,,508,98,508,98,2,61,2,56,0,0
06.11.2014,3.2.2,eyevido,webseite,P01,Rec 01,06.11.2014,65884,1680 x 1050,Tobii Fixation Filter,http://www.eyevido.de/ (CRC),2,2,1663,4220,,,,,,,,,53566,14:35:57.707,1415282247279270,,,,,,,,,,,,,,,,159,,Fixation,333,814,634,3216,804,643,812,630,808,636,806,634,225,97,113,92,228,10,117,62,227,3,115,77,239,52,239,53,443,12,301,48,234,42,441,27,,,,,509,19,509,19,2,60,2,52,0,0
06.11.2014,3.2.2,eyevido,webseite,P01,Rec 01,06.11.2014,65884,1680 x 1050,Tobii Fixation Filter,http://www.eyevido.de/ (CRC),2,2,1663,4220,,,,,,,,,53582,14:35:57.724,1415282247295890,,,,,,,,,,,,,,,,159,,Fixation,333,814,634,3217,801,624,821,609,811,616,809,614,225,11,119,17,230,64,123,60,227,88,121,39,239,39,239,82,443,29,301,35,234,77,441,48,,,,,509,50,509,50,2,56,2,46,0,0
06.11.2014,3.2.2,eyevido,webseite,P01,Rec 01,06.11.2014,65884,1680 x 1050,Tobii Fixation Filter,http://www.eyevido.de/ (CRC),2,2,1663,4220,,,,,,,,,53599,14:35:57.740,1415282247312510,,,,,,,,,,,,,,,,159,,Fixation,333,814,634,3218,788,483,811,488,799,485,797,483,221,48,158,71,227,78,157,24,224,63,157,98,239,38,240,64,443,37,301,6,235,70,441,78,,,,,510,1,510,1,2,53,2,47,0,0
06.11.2014,3.2.2,eyevido,webseite,P01,Rec 01,06.11.2014,65884,1680 x 1050,Tobii Fixation Filter,http://www.eyevido.de/ (CRC),2,2,1663,4220,,,,,,,,,53616,14:35:57.757,1415282247329260,,,,,,,,,,,,,,,,159,,Fixation,333,814,634,3219,,,,,,,,,,,,,,,,,,,-37,2,,,,,,,,,,4,4,,,,,,,,,,,,,,,
06.11.2014,3.2.2,eyevido,webseite,P01,Rec 01,06.11.2014,65884,1680 x 1050,Tobii Fixation Filter,http://www.eyevido.de/ (CRC),2,2,1663,4220,,,,,,,,,53632,14:35:57.774,1415282247345880,,,,,,,,,,,,,,,,,,Unclassified,133,,,3220,,,,,,,,,,,,,,,,,,,-37,2,,,,,,,,,,4,4,,,,,,,,,,,,,,,
06.11.2014,3.2.2,eyevido,webseite,P01,Rec 01,06.11.2014,65884,1680 x 1050,Tobii Fixation Filter,http://www.eyevido.de/ (CRC),2,2,1663,4220,,,,,,,,,53649,14:35:57.790,1415282247362500,,,,,,,,,,,,,,,,,,Unclassified,133,,,3221,,,,,,,,,,,,,,,,,,,-37,2,,,,,,,,,,4,4,,,,,,,,,,,,,,,
06.11.2014,3.2.2,eyevido,webseite,P01,Rec 01,06.11.2014,65884,1680 x 1050,Tobii Fixation Filter,http://www.eyevido.de/ (CRC),2,2,1663,4220,,,,,,,,,53666,14:35:57.807,1415282247379120,,,,,,,,,,,,,,,,,,Unclassified,133,,,3222,,,,,,,,,,,,,,,,,,,-37,2,,,,,,,,,,4,4,,,,,,,,,,,,,,,
06.11.2014,3.2.2,eyevido,webseite,P01,Rec 01,06.11.2014,65884,1680 x 1050,Tobii Fixation Filter,http://www.eyevido.de/ (CRC),2,2,1663,4220,,,,,,,,,53682,14:35:57.824,1415282247395810,,,,,,,,,,,,,,,,,,Unclassified,133,,,3223,,,,,,,,,,,,,,,,,,,-37,2,,,,,,,,,,4,4,,,,,,,,,,,,,,,
06.11.2014,3.2.2,eyevido,webseite,P01,Rec 01,06.11.2014,65884,1680 x 1050,Tobii Fixation Filter,http://www.eyevido.de/ (CRC),2,2,1663,4220,,,,,,,,,53699,14:35:57.840,1415282247412470,,,,,,,,,,,,,,,,,,Unclassified,133,,,3224,,,,,,,,,,,,,,,,,,,-37,2,,,,,,,,,,4,4,,,,,,,,,,,,,,,
06.11.2014,3.2.2,eyevido,webseite,P01,Rec 01,06.11.2014,65884,1680 x 1050,Tobii Fixation Filter,http://www.eyevido.de/ (CRC),2,2,1663,4220,,,,,,,,,53716,14:35:57.857,1415282247429100,,,,,,,,,,,,,,,,,,Unclassified,133,,,3225,,,,,,,,,,,,,,,,,,,-37,2,,,,,,,,,,4,4,,,,,,,,,,,,,,,
06.11.2014,3.2.2,eyevido,webseite,P01,Rec 01,06.11.2014,65884,1680 x 1050,Tobii Fixation Filter,http://www.eyevido.de/ (CRC),2,2,1663,4220,,,,,,,,,53732,14:35:57.874,1415282247445770,,,,,,,,,,,,,,,,,,Unclassified,133,,,3226,,,,,,,,,,,,,,,,,,,-37,2,,,,,,,,,,4,4,,,,,,,,,,,,,,,
06.11.2014,3.2.2,eyevido,webseite,P01,Rec 01,06.11.2014,65884,1680 x 1050,Tobii Fixation Filter,http://www.eyevido.de/ (CRC),2,2,1663,4220,,,,,,,,,53749,14:35:57.890,1415282247462480,,,,,,,,,,,,,,,,,,Unclassified,133,,,3227,777,465,753,465,765,465,763,463,218,18,163,70,211,54,163,93,214,86,163,81,237,69,241,30,444,31,299,53,236,4,441,43,,,,,511,15,511,15,2,55,2,45,0,0
06.11.2014,3.2.2,eyevido,webseite,P01,Rec 01,06.11.2014,65884,1680 x 1050,Tobii Fixation Filter,http://www.eyevido.de/ (CRC),2,2,1663,4220,,,,,,,,,53766,14:35:57.907,1415282247479100,,,,,,,,,,,,,,,,160,,Fixation,166,762,459,3228,766,475,742,474,754,474,752,472,215,23,161,2,208,55,161,26,211,89,161,14,237,57,241,23,444,29,299,44,236,8,441,51,,,,,511,9,511,9,2,53,2,48,0,0
06.11.2014,3.2.2,eyevido,webseite,P01,Rec 01,06.11.2014,65884,1680 x 1050,Tobii Fixation Filter,http://www.eyevido.de/ (CRC),2,2,1663,4220,,,,,,,,,53782,14:35:57.924,1415282247495730,,,,,,,,,,,,,,,,160,,Fixation,166,762,459,3229,750,467,745,482,747,474,745,472,210,76,163,15,209,35,158,95,210,5,161,5,237,45,241,22,444,35,299,33,236,9,441,51,,,,,511,13,511,13,2,53,2,50,0,0
06.11.2014,3.2.2,eyevido,webseite,P01,Rec 01,06.11.2014,65884,1680 x 1050,Tobii Fixation Filter,http://www.eyevido.de/ (CRC),2,2,1663,4220,,,,,,,,,53799,14:35:57.940,1415282247512350,,,,,,,,,,,,,,,,160,,Fixation,166,762,459,3230,758,444,754,478,756,461,754,459,213,5,169,71,211,84,160,22,212,45,164,97,237,29,241,23,444,42,299,18,236,9,441,50,,,,,511,20,511,20,2,48,2,57,0,0
06.11.2014,3.2.2,eyevido,webseite,P01,Rec 01,06.11.2014,65884,1680 x 1050,Tobii Fixation Filter,http://www.eyevido.de/ (CRC),2,2,1663,4220,,,,,,,,,53816,14:35:57.957,1415282247529100,,,,,,,,,,,,,,,,160,,Fixation,166,762,459,3231,770,453,758,465,764,459,762,457,216,24,167,14,212,98,163,73,214,61,165,44,237,12,241,23,444,47,299,6,236,11,441,48,,,,,511,25,511,25,2,42,2,45,0,0
06.11.2014,3.2.2,eyevido,webseite,P01,Rec 01,06.11.2014,65884,1680 x 1050,Tobii Fixation Filter,http://www.eyevido.de/ (CRC),2,2,1663,4220,,,,,,,,,53832,14:35:57.974,1415282247545720,,,,,,,,,,,,,,,,160,,Fixation,166,762,459,3232,784,464,747,457,765,460,763,458,220,37,163,97,209,82,165,97,215,10,164,97,236,96,241,25,444,52,298,94,236,9,441,38,,,,,511,30,511,30,2,48,2,47,0,0
